item,sentence,condition,head_num,attr_num,verb_num,verb,surprisal,model,token
21,Oyuncuların dublörü feci bir şekilde öldü,condition_b,sg,pl,sg,öldü,15.98586857350927,bert,
21,Oyuncunun dublörü feci bir şekilde öldülar,condition_c,sg,sg,pl,öldülar,14.772599764732501,bert,
21,Oyuncunun dublörü feci bir şekilde öldü,condition_d,sg,sg,sg,öldü,14.209282286651629,bert,
22,Sunucuların kuaförü ilk kez çılgınca eğlendilar,condition_a,sg,pl,pl,eğlendilar,17.388885153052374,bert,
22,Sunucuların kuaförü ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,eğlendi,17.388885153052374,bert,
22,Sunucunun kuaförü ilk kez çılgınca eğlendilar,condition_c,sg,sg,pl,eğlendilar,15.062342376294092,bert,
22,Sunucunun kuaförü ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,eğlendi,15.062342376294092,bert,
23,Garsonların şefi şikayetten hemen sonra sustular,condition_a,sg,pl,pl,sustular,16.437373938888797,bert,
23,Garsonların şefi şikayetten hemen sonra sustu,condition_b,sg,pl,sg,sustu,16.437373938888797,bert,
23,Garsonun şefi şikayetten hemen sonra sustular,condition_c,sg,sg,pl,sustular,15.483765912245904,bert,
23,Garsonun şefi şikayetten hemen sonra sustu,condition_d,sg,sg,sg,sustu,15.483765912245904,bert,
24,Noterlerin şoförü her zamanki gibi geciktilar,condition_a,sg,pl,pl,geciktilar,12.520777258398677,bert,
24,Noterlerin şoförü her zamanki gibi gecikti,condition_b,sg,pl,sg,gecikti,12.520777258398677,bert,
24,Noterin şoförü her zamanki gibi geciktilar,condition_c,sg,sg,pl,geciktilar,12.242216270865583,bert,
24,Noterin şoförü her zamanki gibi gecikti,condition_d,sg,sg,sg,gecikti,12.242216270865583,bert,
25,Tenisçilerin terapisti akşama kadar sessizce oturdular,condition_a,sg,pl,pl,oturdular,13.495423578756318,bert,
25,Tenisçilerin terapisti akşama kadar sessizce oturdu,condition_b,sg,pl,sg,oturdu,9.445716454082005,bert,
25,Tenisçinin terapisti akşama kadar sessizce oturdular,condition_c,sg,sg,pl,oturdular,13.519973070271078,bert,
25,Tenisçinin terapisti akşama kadar sessizce oturdu,condition_d,sg,sg,sg,oturdu,9.683550574029578,bert,
26,Mankenlerin menajeri akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,kaçtılar,14.296546283699419,bert,
26,Mankenlerin menajeri akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,kaçtı,18.900501209378703,bert,
26,Mankenin menajeri akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,kaçtılar,14.971652484841115,bert,
26,Mankenin menajeri akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,kaçtı,20.574206098629006,bert,
27,Hastaların cerrahı bile bile geç kaldılar,condition_a,sg,pl,pl,kaldılar,13.489822447783018,bert,
27,Hastaların cerrahı bile bile geç kaldı,condition_b,sg,pl,sg,kaldı,8.973574546460146,bert,
27,Hastanın cerrahı bile bile geç kaldılar,condition_c,sg,sg,pl,kaldılar,14.913077945679657,bert,
27,Hastanın cerrahı bile bile geç kaldı,condition_d,sg,sg,sg,kaldı,10.5247823848763,bert,
28,Mimarların elemanı beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,hastalandılar,14.681351273629522,bert,
28,Mimarların elemanı beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,hastalandı,14.681351273629522,bert,
28,Mimarın elemanı beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,hastalandılar,14.756028892356568,bert,
28,Mimarın elemanı beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,hastalandı,14.756028892356568,bert,
29,İzcilerin lideri sert rüzgardan dolayı üşüdülar,condition_a,sg,pl,pl,üşüdülar,16.79907821915501,bert,
29,İzcilerin lideri sert rüzgardan dolayı üşüdü,condition_b,sg,pl,sg,üşüdü,16.79907821915501,bert,
29,İzcinin lideri sert rüzgardan dolayı üşüdülar,condition_c,sg,sg,pl,üşüdülar,16.901996765014935,bert,
29,İzcinin lideri sert rüzgardan dolayı üşüdü,condition_d,sg,sg,sg,üşüdü,16.901996765014935,bert,
30,Diplomatların misafiri yemekten sonra yine acıktılar,condition_a,sg,pl,pl,acıktılar,13.273334814460535,bert,
30,Diplomatların misafiri yemekten sonra yine acıktı,condition_b,sg,pl,sg,acıktı,13.273334814460535,bert,
30,Diplomatın misafiri yemekten sonra yine acıktılar,condition_c,sg,sg,pl,acıktılar,13.494571920669244,bert,
30,Diplomatın misafiri yemekten sonra yine acıktı,condition_d,sg,sg,sg,acıktı,13.494571920669244,bert,
31,Spikerlerin makyözü erken ödemeden dolayı sevindilar,condition_a,sg,pl,pl,sevindilar,16.680575293404498,bert,
31,Spikerlerin makyözü erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,sevindi,16.680575293404498,bert,
31,Spikerin makyözü erken ödemeden dolayı sevindilar,condition_c,sg,sg,pl,sevindilar,16.784513352418738,bert,
31,Spikerin makyözü erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,sevindi,16.784513352418738,bert,
32,Aktörlerin psikoloğu mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,uzandılar,15.703859677791678,bert,
32,Aktörlerin psikoloğu mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,uzandı,15.703859677791678,bert,
32,Aktörün psikoloğu mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,uzandılar,15.339061085671144,bert,
32,Aktörün psikoloğu mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,uzandı,15.339061085671144,bert,
33,Gazetecilerin stajyeri ilk denemede epey zorlandılar,condition_a,sg,pl,pl,zorlandılar,14.963567924389356,bert,
33,Gazetecilerin stajyeri ilk denemede epey zorlandı,condition_b,sg,pl,sg,zorlandı,14.963567924389356,bert,
33,Gazetecinin stajyeri ilk denemede epey zorlandılar,condition_c,sg,sg,pl,zorlandılar,14.876255772199325,bert,
33,Gazetecinin stajyeri ilk denemede epey zorlandı,condition_d,sg,sg,sg,zorlandı,14.876255772199325,bert,
34,Polislerin amiri geç bir vakitte kalktılar,condition_a,sg,pl,pl,kalktılar,15.450013285118173,bert,
34,Polislerin amiri geç bir vakitte kalktı,condition_b,sg,pl,sg,kalktı,14.213462152998199,bert,
34,Polisin amiri geç bir vakitte kalktılar,condition_c,sg,sg,pl,kalktılar,14.081807369970909,bert,
34,Polisin amiri geç bir vakitte kalktı,condition_d,sg,sg,sg,kalktı,13.592357128366217,bert,
35,Milyonerlerin ortağı müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,uyandılar,19.987459080055793,bert,
35,Milyonerlerin ortağı müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,uyandı,19.987459080055793,bert,
35,Milyonerin ortağı müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,uyandılar,16.823104883411148,bert,
35,Milyonerin ortağı müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,uyandı,16.823104883411148,bert,
36,Kadınların jinekoloğu boş bir caddede yürüdülar,condition_a,sg,pl,pl,yürüdülar,19.533324443909873,bert,
36,Kadınların jinekoloğu boş bir caddede yürüdü,condition_b,sg,pl,sg,yürüdü,17.294495570814036,bert,
36,Kadının jinekoloğu boş bir caddede yürüdülar,condition_c,sg,sg,pl,yürüdülar,18.302291891090785,bert,
36,Kadının jinekoloğu boş bir caddede yürüdü,condition_d,sg,sg,sg,yürüdü,19.37314117875746,bert,
37,Politikacıların tercümanı toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,sarardılar,15.008100424073168,bert,
37,Politikacıların tercümanı toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,sarardı,15.008100424073168,bert,
37,Politikacının tercümanı toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,sarardılar,14.812402053586982,bert,
37,Politikacının tercümanı toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,sarardı,14.812402053586982,bert,
38,Mühendislerin işvereni yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,kayboldular,20.552229467571152,bert,
38,Mühendislerin işvereni yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,kayboldu,27.258127459010336,bert,
38,Mühendisin işvereni yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,kayboldular,18.41997480356198,bert,
38,Mühendisin işvereni yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,kayboldu,25.940624781059842,bert,
1,yöneticilerin aşçısı mutfakta sürekli zıpladılar,condition_a,sg,pl,pl,,-17.14798561433582,gpt2,ladÄ±lar
1,yöneticilerin aşçısı mutfakta sürekli zıpladı,condition_b,sg,pl,sg,,-8.464889765182958,gpt2,ladÄ±
1,yöneticinin aşçısı mutfakta sürekli zıpladılar,condition_c,sg,sg,pl,,-19.95909019783067,gpt2,ladÄ±lar
1,yöneticinin aşçısı mutfakta sürekli zıpladı,condition_d,sg,sg,sg,,-8.865504776241577,gpt2,ladÄ±
2,öğrencilerin ablası sınıfta birden bayıldılar,condition_a,sg,pl,pl,,-9.455754049516962,gpt2,lar
2,öğrencilerin ablası sınıfta birden bayıldı,condition_b,sg,pl,sg,,-0.3817328638377409,gpt2,Ä±ldÄ±
2,öğrencinin ablası sınıfta birden bayıldılar,condition_c,sg,sg,pl,,-11.941309921471186,gpt2,lar
2,öğrencinin ablası sınıfta birden bayıldı,condition_d,sg,sg,sg,,-0.3749883062101796,gpt2,Ä±ldÄ±
3,marangozların abisi atölyeden hızla uzaklaştılar,condition_a,sg,pl,pl,,-12.966911261626459,gpt2,tÄ±lar
3,marangozların abisi atölyeden hızla uzaklaştı,condition_b,sg,pl,sg,,-6.130380064106108,gpt2,ĠuzaklaÅŁtÄ±
3,marangozun abisi atölyeden hızla uzaklaştılar,condition_c,sg,sg,pl,,-14.785955249467902,gpt2,tÄ±lar
3,marangozun abisi atölyeden hızla uzaklaştı,condition_d,sg,sg,sg,,-6.179612505672698,gpt2,ĠuzaklaÅŁtÄ±
4,mahallelilerin emlakçısı aniden küstahça güldüler,condition_a,sg,pl,pl,,-7.961923063081657,gpt2,ler
4,mahallelilerin emlakçısı aniden küstahça güldü,condition_b,sg,pl,sg,,-13.535652384584939,gpt2,ĠgÃ¼ldÃ¼
4,mahallelinin emlakçısı aniden küstahça güldüler,condition_c,sg,sg,pl,,-10.347704919964333,gpt2,ler
4,mahallelinin emlakçısı aniden küstahça güldü,condition_d,sg,sg,sg,,-14.373225780482507,gpt2,ĠgÃ¼ldÃ¼
5,kızların halası sabaha kadar ağladılar,condition_a,sg,pl,pl,,-8.045221828131153,gpt2,ladÄ±lar
5,kızların halası sabaha kadar ağladı,condition_b,sg,pl,sg,,-1.6464119304889775,gpt2,ladÄ±
5,kızın halası sabaha kadar ağladılar,condition_c,sg,sg,pl,,-10.998219665824458,gpt2,ladÄ±lar
5,kızın halası sabaha kadar ağladı,condition_d,sg,sg,sg,,-1.0760452275145418,gpt2,ladÄ±
6,damatların dayısı arada sırada sıkıldılar,condition_a,sg,pl,pl,,-5.286349751564546,gpt2,lar
6,damatların dayısı arada sırada sıkıldı,condition_b,sg,pl,sg,,-11.187240981873545,gpt2,Ä±ldÄ±
6,damatın dayısı arada sırada sıkıldılar,condition_c,sg,sg,pl,,-7.670747492073077,gpt2,lar
6,damatın dayısı arada sırada sıkıldı,condition_d,sg,sg,sg,,-11.191794394537789,gpt2,Ä±ldÄ±
7,doktorların çiçekçisi günden güne zayıfladılar,condition_a,sg,pl,pl,,-21.232243365637867,gpt2,ladÄ±lar
7,doktorların çiçekçisi günden güne zayıfladı,condition_b,sg,pl,sg,,-8.258510584147588,gpt2,ladÄ±
7,doktorun çiçekçisi günden güne zayıfladılar,condition_c,sg,sg,pl,,-22.422943923037817,gpt2,ladÄ±lar
7,doktorun çiçekçisi günden güne zayıfladı,condition_d,sg,sg,sg,,-7.464823721097192,gpt2,ladÄ±
8,stajyerlerin eniştesi geceden önce uyudular,condition_a,sg,pl,pl,,-4.445326039725368,gpt2,lar
8,stajyerlerin eniştesi geceden önce uyudu,condition_b,sg,pl,sg,,-4.337656301152707,gpt2,udu
8,stajyerin eniştesi geceden önce uyudular,condition_c,sg,sg,pl,,-8.044053721966494,gpt2,lar
8,stajyerin eniştesi geceden önce uyudu,condition_d,sg,sg,sg,,-3.7562730774946034,gpt2,udu
9,aristokratların hizmetçisi yorgun argın yattılar,condition_a,sg,pl,pl,,-10.921860744702578,gpt2,tÄ±lar
9,aristokratların hizmetçisi yorgun argın yattı,condition_b,sg,pl,sg,,-14.21502513132924,gpt2,ĠyattÄ±
9,aristokratın hizmetçisi yorgun argın yattılar,condition_c,sg,sg,pl,,-13.547172470470333,gpt2,tÄ±lar
9,aristokratın hizmetçisi yorgun argın yattı,condition_d,sg,sg,sg,,-13.666601350813089,gpt2,ĠyattÄ±
10,konuşmacıların sunucusu olağanüstü hızlı koştular,condition_a,sg,pl,pl,,-7.893942448779209,gpt2,lar
10,konuşmacıların sunucusu olağanüstü hızlı koştu,condition_b,sg,pl,sg,,-16.625694941583575,gpt2,ĠkoÅŁtu
10,konuşmacının sunucusu olağanüstü hızlı koştular,condition_c,sg,sg,pl,,-9.170617133345477,gpt2,lar
10,konuşmacının sunucusu olağanüstü hızlı koştu,condition_d,sg,sg,sg,,-17.89196880335626,gpt2,ĠkoÅŁtu
11,psikiyatristlerin eczacısı aç susuz dolaştılar,condition_a,sg,pl,pl,,-12.836368174454345,gpt2,tÄ±lar
11,psikiyatristlerin eczacısı aç susuz dolaştı,condition_b,sg,pl,sg,,-6.7928847524537845,gpt2,tÄ±
11,psikiyatristin eczacısı aç susuz dolaştılar,condition_c,sg,sg,pl,,-14.558136023245371,gpt2,tÄ±lar
11,psikiyatristin eczacısı aç susuz dolaştı,condition_d,sg,sg,sg,,-5.968910368725241,gpt2,tÄ±
12,politikacıların hocası adliyeden çabucak çıktılar,condition_a,sg,pl,pl,,-13.5284690132237,gpt2,ĠÃ§Ä±ktÄ±lar
12,politikacıların hocası adliyeden çabucak çıktı,condition_b,sg,pl,sg,,-5.2768862342181695,gpt2,ĠÃ§Ä±ktÄ±
12,politikacının hocası adliyeden çabucak çıktılar,condition_c,sg,sg,pl,,-15.610804680924037,gpt2,ĠÃ§Ä±ktÄ±lar
12,politikacının hocası adliyeden çabucak çıktı,condition_d,sg,sg,sg,,-5.3542677641820795,gpt2,ĠÃ§Ä±ktÄ±
13,hakimlerin çaycısı nedensiz yere kızdılar,condition_a,sg,pl,pl,,-13.743136382169451,gpt2,dÄ±lar
13,hakimlerin çaycısı nedensiz yere kızdı,condition_b,sg,pl,sg,,-2.5463477834332577,gpt2,dÄ±
13,hakimin çaycısı nedensiz yere kızdılar,condition_c,sg,sg,pl,,-16.575625976403185,gpt2,dÄ±lar
13,hakimin çaycısı nedensiz yere kızdı,condition_d,sg,sg,sg,,-1.7151717981824846,gpt2,dÄ±
14,oyuncuların hemşiresi etrafta amaçsızca gezdiler,condition_a,sg,pl,pl,,-11.125972506468973,gpt2,diler
14,oyuncuların hemşiresi etrafta amaçsızca gezdi,condition_b,sg,pl,sg,,-15.998841568829153,gpt2,Ġgezdi
14,oyuncunun hemşiresi etrafta amaçsızca gezdiler,condition_c,sg,sg,pl,,-15.247910280713855,gpt2,diler
14,oyuncunun hemşiresi etrafta amaçsızca gezdi,condition_d,sg,sg,sg,,-16.310172818588253,gpt2,Ġgezdi
15,öğretmenlerin müdiresi biraz önce aradılar,condition_a,sg,pl,pl,,-3.919709910436039,gpt2,adÄ±lar
15,öğretmenlerin müdiresi biraz önce aradı,condition_b,sg,pl,sg,,-11.859468193439799,gpt2,ĠaradÄ±
15,öğretmenin müdiresi biraz önce aradılar,condition_c,sg,sg,pl,,-5.280896525670988,gpt2,adÄ±lar
15,öğretmenin müdiresi biraz önce aradı,condition_d,sg,sg,sg,,-12.187357932823968,gpt2,ĠaradÄ±
16,milyonerlerin terzisi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,,-10.696829701215833,gpt2,dÄ±lar
16,milyonerlerin terzisi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,,-26.16748228029875,gpt2,ĠbaÄŁÄ±rdÄ±
16,milyonerin terzisi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,,-12.429575546576734,gpt2,dÄ±lar
16,milyonerin terzisi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,,-24.32941976299429,gpt2,ĠbaÄŁÄ±rdÄ±
17,bebeklerin bakıcısı çok kibar davrandılar,condition_a,sg,pl,pl,,-8.56944421001789,gpt2,dÄ±lar
17,bebeklerin bakıcısı çok kibar davrandı,condition_b,sg,pl,sg,,-4.9038844136167805,gpt2,dÄ±
17,bebeğin bakıcısı çok kibar davrandılar,condition_c,sg,sg,pl,,-8.38246742372226,gpt2,dÄ±lar
17,bebeğin bakıcısı çok kibar davrandı,condition_d,sg,sg,sg,,-2.030105052581253,gpt2,dÄ±
18,çocukların dadısı yüksek sesle konuştular,condition_a,sg,pl,pl,,-5.227083154216015,gpt2,lar
18,çocukların dadısı yüksek sesle konuştu,condition_b,sg,pl,sg,,-10.453196326281164,gpt2,ĠkonuÅŁtu
18,çocuğun dadısı yüksek sesle konuştular,condition_c,sg,sg,pl,,-8.24022676456906,gpt2,lar
18,çocuğun dadısı yüksek sesle konuştu,condition_d,sg,sg,sg,,-10.310120519375378,gpt2,ĠkonuÅŁtu
19,futbolcuların sürücüsü çok yavaş çalıştılar,condition_a,sg,pl,pl,,-23.149453674730598,gpt2,ĠÃ§alÄ±ÅŁtÄ±lar
19,futbolcuların sürücüsü çok yavaş çalıştı,condition_b,sg,pl,sg,,-14.89390531976147,gpt2,ĠÃ§alÄ±ÅŁtÄ±
19,futbolcunun sürücüsü çok yavaş çalıştılar,condition_c,sg,sg,pl,,-26.789671483561772,gpt2,ĠÃ§alÄ±ÅŁtÄ±lar
19,futbolcunun sürücüsü çok yavaş çalıştı,condition_d,sg,sg,sg,,-14.55609837279795,gpt2,ĠÃ§alÄ±ÅŁtÄ±
20,modacıların taksicisi saatlerce durmaksızın içtiler,condition_a,sg,pl,pl,,-10.764592241516986,gpt2,tiler
20,modacıların taksicisi saatlerce durmaksızın içti,condition_b,sg,pl,sg,,-6.2873362467977305,gpt2,ti
20,modacının taksicisi saatlerce durmaksızın içtiler,condition_c,sg,sg,pl,,-14.080099926213142,gpt2,tiler
20,modacının taksicisi saatlerce durmaksızın içti,condition_d,sg,sg,sg,,-6.075633858752854,gpt2,ti
21,sanatçıların çalgıcısı feci bir şekilde öldüler,condition_a,sg,pl,pl,,-10.491103366323138,gpt2,ler
21,sanatçıların çalgıcısı feci bir şekilde öldü,condition_b,sg,pl,sg,,-4.354500281978211,gpt2,ĠÃ¶ldÃ¼
21,sanatçının çalgıcısı feci bir şekilde öldüler,condition_c,sg,sg,pl,,-14.697635966874419,gpt2,ler
21,sanatçının çalgıcısı feci bir şekilde öldü,condition_d,sg,sg,sg,,-3.0491330438378985,gpt2,ĠÃ¶ldÃ¼
22,dedektiflerin dişçisi ilk kez çılgınca eğlendiler,condition_a,sg,pl,pl,,-7.36291849701615,gpt2,diler
22,dedektiflerin dişçisi ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,,-3.51205668137351,gpt2,lendi
22,dedektifin dişçisi ilk kez çılgınca eğlendiler,condition_c,sg,sg,pl,,-8.53566956911085,gpt2,diler
22,dedektifin dişçisi ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,,-2.9997877816523415,gpt2,lendi
23,esnafların müşterisi şikayettten hemen sonra sustular,condition_a,sg,pl,pl,,-3.4757119317319742,gpt2,ular
23,esnafların müşterisi şikayettten hemen sonra sustu,condition_b,sg,pl,sg,,-1.1241360482447054,gpt2,u
23,esnafın müşterisi şikayettten hemen sonra sustular,condition_c,sg,sg,pl,,-4.753821983502342,gpt2,ular
23,esnafın müşterisi şikayettten hemen sonra sustu,condition_d,sg,sg,sg,,-0.7338215081028867,gpt2,u
24,şarkıcıların koruması her zamanki gibi geciktiler,condition_a,sg,pl,pl,,-14.305208705858076,gpt2,tiler
24,şarkıcıların koruması her zamanki gibi gecikti,condition_b,sg,pl,sg,,-2.8562835659632544,gpt2,ti
24,şarkıcının koruması her zamanki gibi geciktiler,condition_c,sg,sg,pl,,-14.850978450106114,gpt2,tiler
24,şarkıcının koruması her zamanki gibi gecikti,condition_d,sg,sg,sg,,-2.649338905971847,gpt2,ti
25,göstericilerin izleyicisi akşama kadar sessizce oturdular,condition_a,sg,pl,pl,,-2.868680763368049,gpt2,lar
25,göstericilerin izleyicisi akşama kadar sessizce oturdu,condition_b,sg,pl,sg,,-10.200706532757666,gpt2,Ġoturdu
25,göstericinin izleyicisi akşama kadar sessizce oturdular,condition_c,sg,sg,pl,,-5.682312631917327,gpt2,lar
25,göstericinin izleyicisi akşama kadar sessizce oturdu,condition_d,sg,sg,sg,,-10.829087111451747,gpt2,Ġoturdu
26,cerrahların hastası akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,,-8.824566713960799,gpt2,tÄ±lar
26,cerrahların hastası akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,,-16.483549216853653,gpt2,ĠkaÃ§tÄ±
26,cerrahın hastası akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,,-12.243978749071625,gpt2,tÄ±lar
26,cerrahın hastası akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,,-15.968678563590231,gpt2,ĠkaÃ§tÄ±
27,dalgıçların annesi bile bile geç kaldılar,condition_a,sg,pl,pl,,-14.300581684619264,gpt2,ĠkaldÄ±lar
27,dalgıçların annesi bile bile geç kaldı,condition_b,sg,pl,sg,,-9.967019946418297,gpt2,ĠkaldÄ±
27,dalgıcın annesi bile bile geç kaldılar,condition_c,sg,sg,pl,,-16.174744048270426,gpt2,ĠkaldÄ±lar
27,dalgıcın annesi bile bile geç kaldı,condition_d,sg,sg,sg,,-9.379276116400684,gpt2,ĠkaldÄ±
28,fabrikatörlerin işçisi beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,,-12.569147034988541,gpt2,dÄ±lar
28,fabrikatörlerin işçisi beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,,-0.36300812373806446,gpt2,alandÄ±
28,fabrikatörün işçisi beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,,-17.054007414598345,gpt2,dÄ±lar
28,fabrikatörün işçisi beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,,-0.45457297692730525,gpt2,alandÄ±
29,komedyenlerin yardımcısı poyrazdan dolayı üşüdüler,condition_a,sg,pl,pl,,-7.7966064597662905,gpt2,ler
29,komedyenlerin yardımcısı poyrazdan dolayı üşüdü,condition_b,sg,pl,sg,,-7.035326631583275,gpt2,Ã¼dÃ¼
29,komedyenin yardımcısı poyrazdan dolayı üşüdüler,condition_c,sg,sg,pl,,-10.341909104630256,gpt2,ler
29,komedyenin yardımcısı poyrazdan dolayı üşüdü,condition_d,sg,sg,sg,,-4.964858110757776,gpt2,Ã¼dÃ¼
30,şoförlerin yolcusu yemekten sonra yine acıktılar,condition_a,sg,pl,pl,,-8.188657422742546,gpt2,tÄ±lar
30,şoförlerin yolcusu yemekten sonra yine acıktı,condition_b,sg,pl,sg,,-1.641719039894884,gpt2,tÄ±
30,şoförün yolcusu yemekten sonra yine acıktılar,condition_c,sg,sg,pl,,-14.796769518554155,gpt2,tÄ±lar
30,şoförün yolcusu yemekten sonra yine acıktı,condition_d,sg,sg,sg,,-0.9498056622149686,gpt2,tÄ±
31,mühendislerin kapıcısı erken ödemeden dolayı sevindiler,condition_a,sg,pl,pl,,-0.18999931689105154,gpt2,iler
31,mühendislerin kapıcısı erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,,-1.548879021340821,gpt2,di
31,mühendisin kapıcısı erken ödemeden dolayı sevindiler,condition_c,sg,sg,pl,,-0.7908920589825502,gpt2,iler
31,mühendisin kapıcısı erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,,-1.411807558733281,gpt2,di
32,pazarcıların nakliyecisi mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,,-10.435838461294884,gpt2,dÄ±lar
32,pazarcıların nakliyecisi mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,,-23.50307752212867,gpt2,ĠuzandÄ±
32,pazarcının nakliyecisi mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,,-13.298594250358057,gpt2,dÄ±lar
32,pazarcının nakliyecisi mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,,-23.488985951647575,gpt2,ĠuzandÄ±
33,oyuncuların eğitimcisi ilk denemede epey zorlandılar,condition_a,sg,pl,pl,,-6.801462559148217,gpt2,lar
33,oyuncuların eğitimcisi ilk denemede epey zorlandı,condition_b,sg,pl,sg,,-2.1656495672231073,gpt2,landÄ±
33,oyuncunun eğitimcisi ilk denemede epey zorlandılar,condition_c,sg,sg,pl,,-10.12633985866338,gpt2,lar
33,oyuncunun eğitimcisi ilk denemede epey zorlandı,condition_d,sg,sg,sg,,-2.6657250689807537,gpt2,landÄ±
34,mankenlerin modacısı geç bir vakitte kalktılar,condition_a,sg,pl,pl,,-11.272805102400207,gpt2,tÄ±lar
34,mankenlerin modacısı geç bir vakitte kalktı,condition_b,sg,pl,sg,,-18.929718997968482,gpt2,ĠkalktÄ±
34,mankenin modacısı geç bir vakitte kalktılar,condition_c,sg,sg,pl,,-13.513802332758122,gpt2,tÄ±lar
34,mankenin modacısı geç bir vakitte kalktı,condition_d,sg,sg,sg,,-19.340516757819387,gpt2,ĠkalktÄ±
35,konukların teyzesi müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,,-11.202114041520161,gpt2,dÄ±lar
35,konukların teyzesi müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,,-1.5008628410811318,gpt2,dÄ±
35,konuğun teyzesi müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,,-13.895592810783901,gpt2,dÄ±lar
35,konuğun teyzesi müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,,-1.56575602283529,gpt2,dÄ±
36,oğlanların amcası boş bir caddede yürüdüler,condition_a,sg,pl,pl,,-1.73174112271456,gpt2,ler
36,oğlanların amcası boş bir caddede yürüdü,condition_b,sg,pl,sg,,-13.355709000778992,gpt2,ĠyÃ¼rÃ¼dÃ¼
36,oğlanın amcası boş bir caddede yürüdüler,condition_c,sg,sg,pl,,-4.623911792485404,gpt2,ler
36,oğlanın amcası boş bir caddede yürüdü,condition_d,sg,sg,sg,,-13.519798335897802,gpt2,ĠyÃ¼rÃ¼dÃ¼
37,avukatların komşusu toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,,-11.299818073405927,gpt2,dÄ±lar
37,avukatların komşusu toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,,-9.58169969646621,gpt2,ardÄ±
37,avukatın komşusu toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,,-15.030599882389645,gpt2,dÄ±lar
37,avukatın komşusu toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,,-10.563918068976037,gpt2,ardÄ±
38,ünlülerin falcısı yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,,-11.548853767369497,gpt2,dular
38,ünlülerin falcısı yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,,-18.45600998443196,gpt2,Ġkayboldu
38,ünlünün falcısı yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,,-14.25429083431303,gpt2,dular
38,ünlünün falcısı yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,,-19.164208399322078,gpt2,Ġkayboldu
39,çiftçilerin bekçisi normalden çok yavaş gezindiler,condition_a,sg,pl,pl,,-0.40071274019997233,gpt2,iler
